word,translation,tag
to swim across,泅渡,cedict
meat and vegetable,荤素,cedict
cleft lip and palate,唇颚裂,cedict
to cut using oxyacetylene torch,氧割,cedict
to draw,不分胜负,cedict
to draw an impossible comparison,拟于不伦,cedict
to draw lots,抽签,cedict
to draw straws,抓阄,cedict
hard to,难以,cedict
hard to undo,难解,cedict
rhyme and tone,韵调,cedict
to cover,包罗,cedict
to cover densely,密布,cedict
to cover traces,抹杀,cedict
sour and sweet,酸甜,cedict
sweet and sour,甜酸,cedict
thin and pallid,憔悴,cedict
loyal and brave,忠勇,cedict
to requisition land,征地,cedict
to flash past,一闪而过,cedict
an unappealing and unsatisfying meal,粗饭,cedict
famous and valuable,名贵,cedict
to catch cold,伤风,cedict
to post an article online,发文,cedict
talent and virtue,才德,cedict
string to tie hair,头绳,cedict
refusing to accept,拒不接受,cedict
to accept,受取,cedict
to accept abdication,受禅,cedict
to accept liability,认赔,cedict
to accept punishment,认罚,cedict
to accept responsibility,引咎,cedict
to accept tacitly,默许,cedict
to accept wholeheartedly,心服,cedict
to accept willingly,心悦诚服,cedict
unwilling to accept,不甘于,cedict
keen and alert,耳聪目明,cedict
as good as it gets,尽善尽美,cedict
elegant and calm,雅静,cedict
to land,登陆,cedict
to plow land,耕地,cedict
to major,攻读,cedict
fat and sleek,濯濯,cedict
to blow air,吹气,cedict
fragrant and sweet,香甜,cedict
standing tall and upright,矗立,cedict
upright and tall,伟岸,cedict
vast and mighty,浩荡,cedict
extremely sad and lonely,形影相吊,cedict
moving and sad,凄婉,cedict
sad and beautiful,凄美,cedict
novel and competitive,新锐,cedict
to reduce poverty,减贫,cedict
to plant an introduced variety,引种,cedict
honest and upright,清风两袖,cedict
upright and honest,廉正,cedict
origin and destination,起迄,cedict
to sweep across,横扫,cedict
wheel and axle,轮轴,cedict
cool and refreshing,凉爽,cedict
shady and cool,荫凉,cedict
a short while ago,顷者,cedict
bold and courageous hero,独胆英雄,cedict
tobacco and alcohol,烟酒,cedict
principal and secondary causes,因缘,cedict
grand and heroic,盛气,cedict
to break,刷新,cedict
to break an agreement,背约,cedict
falling and rising tone,上声,cedict
loyal and sincere,忠信,cedict
to attract attention,引人注意,cedict
to pass an imperial examination,及第,cedict
sweet and mellow,甜润,cedict
afraid to die,怕死鬼,cedict
error and negligence,错漏,cedict
worm and worm gear,蜗杆副,cedict
to reduce carbon emissions,减碳,cedict
idleness and pleasure,逸豫,cedict
to note clearly,明察,cedict
a beautiful day,花朝月夕,cedict
river draining to inland sea,内陆河,cedict
bare and bald,濯濯,cedict
frost and snow,霜雪,cedict
to present tribute,上贡,cedict
sweet and unctuous,甜腻,cedict
remote and obscure,窅然,cedict
to position,定位,cedict
sweet and charming,娇媚,cedict
sweet and piteous,凄婉,cedict
cattle and sheep,牛羊,cedict
to cut,切入,cedict
to cut classes,旷课,cedict
to cut prices,减价,cedict
to cut spending,精简开支,cedict
to cut ties,脱钩,cedict
to cut wages,减薪,cedict
to shoot dead,射杀,cedict
and gate,与门,cedict
to achieve victory,取得胜利,cedict
wise and resolute,英明果断,cedict
to exist,存在,cedict
to exist forever,长存,cedict
to exist simultaneously,并立,cedict
household chemicals  and toiletries,日化,cedict
to gather evidence,搜证,cedict
to stop,中止,cedict
to stop abruptly,戛然,cedict
to stop accepting incoming articles,截稿,cedict
to stop breathing,断气,cedict
to stop burning,熄灭,cedict
to stop classes,停课,cedict
to stop functioning,歇菜,cedict
to stop growing,封顶,cedict
to stop halfway,中辍,cedict
to stop leasing,退租,cedict
to stop menstruating,停经,cedict
to stop plowing,辍耕,cedict
to stop production,停工,cedict
to stop publishing,停刊,cedict
to stop reading,释卷,cedict
to stop running,停航,cedict
to stop sweating,落汗,cedict
to stop swinging,停摆,cedict
to stop taking,停服,cedict
to stop updating,停更,cedict
to stop using,停用,cedict
to stop working,停车,cedict
to stop worrying,歇心,cedict
to totally stop doing something,洗手不干,cedict
busy and restless,恓惶,cedict
to seek advantage,讨便宜,cedict
vast and desolate,荒漠,cedict
tall and sturdy,魁梧,cedict
to sweep along,裹挟,cedict
affluent and smooth,充畅,cedict
fruit and vegetables,果蔬,cedict
melons and fruit,瓜果,cedict
smooth and ornate,流丽,cedict
to rule,主宰,cedict
to push oneself forward,出风头,cedict
to fold paper,叠纸,cedict
tall and husky,彪壮,cedict
sand and stones,沙石,cedict
stocks and chain,枷锁,cedict
assault and battery,殴打罪,cedict
definite and reliable information,准信,cedict
steady and proficient,稳练,cedict
vast and hazy,苍苍,cedict
standing tall and majestic,肃立,cedict
thermal expansion and contraction,热胀冷缩,cedict
smooth and evasive,圆滑,cedict
to sound an alarm,报警,cedict
cotton and silk textiles,布帛,cedict
happiness and wealth,祉禄,cedict
a republican party member,共和党人,cedict
sober and calm,清明,cedict
to miss an opportunity,交臂失之,cedict
tranquil and calm,淡然,cedict
reputation and integrity,名节,cedict
to lay flat,放平,cedict
to avoid damage,免受伤害,cedict
to transfer creditor's rights,打兑,cedict
to argue,争论,cedict
to argue clearly,明言,cedict
to argue endlessly,强辩到底,cedict
to argue logically,说理,cedict
to argue noisily,嚷嚷,cedict
to argue opinionatedly,争执,cedict
to argue pointlessly,磨嘴,cedict
to argue unnecessarily,嚼舌,cedict
wise and farsighted,睿智,cedict
oily-mouthed and smooth talking,油嘴滑舌,cedict
shiny and smooth,油光水滑,cedict
smooth and unhindered,顺畅,cedict
honest and considerate,忠厚,cedict
to type,打字,cedict
neat and tidy,干净利落,cedict
honest and trustworthy,一点水一个泡,cedict
mild and indirect,婉言,cedict
poetry and literature,诗文,cedict
vast and boundless,溟漭,cedict
vast and indistinct,迷茫,cedict
vast and plentiful,浩博,cedict
dull-witted and tongue-tied,心拙口笨,cedict
yangtze and yellow rivers,江河,cedict
yellow and withered,焦黄,cedict
to treat utterly sincerely,赤诚相待,cedict
brave and fierce,勇猛,cedict
to sell wholesale,趸售,cedict
humiliated and angry,羞恼,cedict
to gain profit,捞油水,cedict
alternately hidden and visible,掩映,cedict
to measure temperature,测温,cedict
tall and strongly built,昂藏,cedict
cloth and silk,布帛,cedict
to whistle past,呼啸而过,cedict
tough and durable,坚韧,cedict
swift and fierce,凌厉,cedict
superior and subordinate,尊卑,cedict
rational and clearly structured,顺理成章,cedict
subtle and clever,高妙,cedict
to avoid danger,避险,cedict
polite and modest,谦恭,cedict
ancient books and volumes,方册,cedict
convict sentenced to death,死囚,cedict
to transmit sound,传声,cedict
faithful and honest,忠信,cedict
honest and incorruptible,一琴一鹤,cedict
loose and disorganized soldiers,散兵,cedict
proud and arrogant,心高气傲,cedict
thrifty and plain,俭素,cedict
wet and slippery,湿滑,cedict
host and guests,主宾,cedict
modest and sincere,谦诚,cedict
to lay railway track,铺轨,cedict
to raise temperature,加温,cedict
to resist foreign aggression,攘外,cedict
to improve taste,提味,cedict
reward and punishment,赏罚,cedict
to drop dead,倒卧,cedict
knife and fork,刀叉,cedict
entrance and exit,出入,cedict
rude and violent,蛮悍,cedict
pilot and copilot,正副驾驶,cedict
to air-cool,风冷,cedict
loose and comfortable,宽松,cedict
to sound awful,走板,cedict
origin and development,源流,cedict
stupid and arrogant,愚妄,cedict
accident occurring due to negligence,责任事故,cedict
bow and arrow,弓箭,cedict
to reduce fever,消炎,cedict
to arrange an interview,约见,cedict
glad and diligent,颠颠,cedict
heartfelt and genuine,深挚,cedict
courage and insight,胆识,cedict
evacuation to an air-raid shelter,防空避难,cedict
drum and bass,鼓打贝斯,cedict
loyal and righteous,忠义,cedict
spirit within a person,人精,cedict
strict and compassionate,严慈,cedict
to voice,道出,cedict
unable to voice objections,敢怒而不敢言,cedict
to drag  along,强拉,cedict
to drag along,拖拉,cedict
unification and independence,统独,cedict
disaster and happiness,祸福,cedict
sacrificial knife and altar,刀俎,cedict
pliable and tough,柔韧,cedict
pale and feeble,苍白无力,cedict
muddy and wet,拖泥带水,cedict
calm and collected,沉着,cedict
calm and composed,气定神闲,cedict
calm and graceful,恬雅,cedict
calm and peaceful,平靖,cedict
calm and unhurried,笃定,cedict
to pass an exam,考中,cedict
parallel and antithesis,排偶,cedict
to store energy,储能,cedict
takeoff and landing strip,起落场,cedict
strict and impartial,严明,cedict
to die abroad,客死,cedict
brilliant lights and vibrant colors,流光溢彩,cedict
bitter and astringent,苦涩,cedict
to shine upon,映照,cedict
to raise hell,撒赖,cedict
concise and comprehensive,言简意赅,cedict
stupid and ignorant,愚昧无知,cedict
to guard its food,护食,cedict
keyboard and mouse,键鼠,cedict
bitter and hateful,痛心疾首,cedict
salty and bitter,咸涩,cedict
to learn,习得,cedict
exterior and interior,表里,cedict
to drift along,浮沉,cedict
to fight organized crime,扫黑,cedict
clumsy and stupid,愚拙,cedict
needle and thread,针线,cedict
to drink tea,喝茶,cedict
bold and vigorous,泼辣,cedict
to sell,出售,cedict
to sell anything,无所不卖,cedict
to sell cheaply,贱卖,cedict
to sell directly,直销,cedict
to sell everything,无所不卖,cedict
to sell illicitly,私卖,cedict
to sell online,网售,cedict
to sell poorly,滞销,cedict
to sell privately,私卖,cedict
to sell tickets,售票,cedict
loyal and dependable,忠贞,cedict
to tail behind,尾随,cedict
pen and ink,笔墨,cedict
remote and desolate,鸟不拉屎，鸡不生蛋,cedict
proud and aloof,孤傲,cedict
to prevent access,遮断,cedict
to emit sound,做声,cedict
leisurely and carefree mood,闲情逸致,cedict
to merrily spend,欢度,cedict
to spend,出手,cedict
to spend extravagantly,浪费金钱,cedict
to spend recklessly,乱花,cedict
torture and cruel treatment,酷刑折磨,cedict
to seek justice,申理,cedict
brilliant and shining,彪焕,cedict
brilliant and varied,纷呈,cedict
to mark,划下,cedict
to mark sb's passing,志哀,cedict
to present,介绍,cedict
to present respectfully,呈献,cedict
to lay an upper beam,上梁,cedict
ambitious and aggressive,争强好胜,cedict
physics and chemistry,理化,cedict
to elect,推定,cedict
chest and hypochondrium,胸胁,cedict
grave and stern,冷峻,cedict
to suffer pain,难受,cedict
uneasy and nervous,芒刺在背,cedict
to treat,作东,cedict
to treat  unjustly,冤苦,cedict
to treat an illness,治病,cedict
to treat an injury,治伤,cedict
to treat casually,玩狎,cedict
to treat coldly,奚落,cedict
to treat conscientiously,当回事,cedict
to treat cruelly,残虐,cedict
to treat differently,另当别论,cedict
to treat irreverently,唐突,cedict
to treat leniently,宽待,cedict
to treat separately,单行,cedict
to treat sincerely,推心,cedict
to treat unfairly,偏待,cedict
to treat unjustly,冤屈,cedict
to gain unauthorized access,侵入,cedict
peasant and worker,农工,cedict
boring and gray,灰不溜丢,cedict
to discuss,商榷,cedict
to discuss everything,谈古论今,cedict
to discuss passionately,热议,cedict
to discuss seriously,磋商,cedict
to discuss spiritedly,议论纷纷,cedict
to discuss thoroughly,深谈,cedict
to jointly discuss,共商,cedict
a bit off,不是味儿,cedict
to sun-dry,晾晒,cedict
dirty and disordered,脏乱,cedict
to obtain release,获释,cedict
talent and learning,才学,cedict
to achieve independence,独立门户,cedict
hole due to dental caries,龋洞,cedict
to receive an iv drip,吊水,cedict
to hurtle past,呼啸而过,cedict
dancing lightly and gracefully,翩翩起舞,cedict
shrimp soldiers and crab generals,虾兵蟹将,cedict
to lie waste,荒废,cedict
medicine and divination,医卜,cedict
remote and faraway,僻远,cedict
remote and insignificant,渺乎其微,cedict
anxious and perplexed,惶惑,cedict
stunned and anxious,惊急,cedict
fierce and vicious,恶狠,cedict
to test,检验,cedict
bold and decisive,大刀阔斧,cedict
to derive benefit,得益,cedict
to grant an interview,接见,cedict
to remember,想起来,cedict
to remember incorrectly,记错,cedict
stupid and cowardly,窝囊,cedict
sensible and reasonable,入情入理,cedict
intelligence and ability,聪明才智,cedict
rhyme and rhythm,音韵,cedict
to suffer heat exhaustion,中暑,cedict
to explain,分诉,cedict
to explain clearly,悉数,cedict
to explain oneself,剖白,cedict
to explain publicly,宣讲,cedict
to explain truly,真诠,cedict
fierce and reckless,蛮悍,cedict
to swoosh past,疾驰而过,cedict
a sure thing,左券,cedict
shallow and crude,浅陋,cedict
to associate,交往,cedict
generous and forgiving,大度包容,cedict
silk and satin,绫罗绸缎,cedict
to lie flat,横躺,cedict
merger and acquisition,并购,cedict
crafty and evil,奸恶,cedict
dense and creamy,浓稠,cedict
glory and splendor,荣华,cedict
honor and glory,光荣,cedict
clever and eloquent speaker,铁齿铜牙,cedict
thorough and detailed,详尽,cedict
to exchange news,通问,cedict
random lies and falsehoods,瞎编乱造,cedict
to your heart's content,纵情,cedict
spleen and stomach,脾胃,cedict
to reduce,削减,cedict
to reduce payment,宽免,cedict
to reduce prices drastically,放血,cedict
to reduce spending,精简开支,cedict
to reduce swelling,消肿,cedict
imperial wives and concubines,后妃,cedict
revised and enlarged edition,增订本,cedict
sunlight and shade,光影,cedict
exhausted and hungry,穷饿,cedict
hungry and thirsty,饥渴,cedict
numerous and complicated,纷繁,cedict
numerous and confused,稠浊,cedict
numerous and disorderly,纷乱,cedict
bamboo and silk writing materials,竹帛,cedict
deaf and nonverbal,聋哑,cedict
to express grief,致哀,cedict
to receive baptism,受洗,cedict
abyss and ocean,渊海,cedict
bowl and chopsticks,碗筷,cedict
to ejaculate inside sb's mouth,口射,cedict
brave and cunning,勇略,cedict
bow and crossbow,弓弩,cedict
cunning and fierce,刁悍,cedict
to wear mourning clothes,披麻戴孝,cedict
to withhold tax,代扣,cedict
according to belief,据信,cedict
each word is a teardrop,一字一泪,cedict
praise and censure,褒贬,cedict
suffering shame and remorse,愧恨,cedict
to retrieve lost ground,反扑,cedict
ink slab and sitting mat,砚席,cedict
fierce and malicious,凶狠,cedict
surplus and shortfall,有无,cedict
distant and indistinct,渺茫,cedict
to establish,奠定,cedict
to establish diplomatic relations,建交,cedict
to establish oneself,成家立业,cedict
to establish schools,兴学,cedict
shoes and belt,履带,cedict
mild and humid,温润,cedict
plump and tender,欲滴,cedict
lips and tongue,唇舌,cedict
to brave death,冒死,cedict
to perform acupuncture,攻砭,cedict
noble and lowly,贵贱,cedict
noble and virtuous,清高,cedict
modest and obedient,逊顺,cedict
modest and studious,虚心好学,cedict
modest and unassuming,平易近人,cedict
to pass,可决,cedict
to pass an argument,传参,cedict
to pass brilliantly,高中,cedict
to pass quickly,飞逝,cedict
innocent and unaffected,天真烂漫,cedict
celestial troops and generals,天兵天将,cedict
to smell bad,发臭,cedict
slender and elegant,亭亭玉立,cedict
elegant and graceful posture,多彩多姿,cedict
grave and dignified,威容,cedict
damp and rotten,霉气,cedict
to drink wine,饮酒,cedict
diverse and complicated,烦冗,cedict
diverse and muddled,纷纭,cedict
diverse and varied,芸芸,cedict
achievements and virtue,功德,cedict
to machine-wash,机洗,cedict
to perform cunnilingus,舔阴,cedict
erudite and sophisticated,渊识,cedict
prominent and worthy personage,贤达,cedict
to perform phlebotomy,放血,cedict
to perform,修练,cedict
to perform an operation,操刀,cedict
to perform brilliantly,独放异彩,cedict
to perform calculations,演算,cedict
to perform conjuring tricks,变戏法,cedict
to perform magical tricks,变魔术,cedict
to perform outstandingly,出彩,cedict
to perform sorcery,施法,cedict
to perform walking meditation,经行,cedict
fluent and elegant,飘洒,cedict
to promote sleep,助眠,cedict
strategic experts and powerful generals,谋臣武将,cedict
saint kitts and nevis,圣基茨和尼维斯,cedict
saint-pierre and miquelon,圣皮埃尔和密克隆,cedict
awkward and clumsy,榔槺,cedict
to prevail upon,劝诱,cedict
to receive,受取,cedict
to receive commands,秉承,cedict
to receive condolences,开皌,cedict
to receive favor,受宠,cedict
to receive guests,接客,cedict
to receive instruction,受教,cedict
to receive orders,奉召,cedict
to receive patrons,接客,cedict
to receive payment,收银,cedict
to receive presents,收礼,cedict
to receive training,受训,cedict
friends and relatives,亲友,cedict
relatives and friends,戚友,cedict
honor and shame,廉耻,cedict
slender and supple waist,水蛇腰,cedict
lofty and steep,峥嵘,cedict
to await death,待毙,cedict
vague and confused,浑茫,cedict
to undergo field training,拉练,cedict
prevention and cure,防治,cedict
brave and chivalrous,豪侠,cedict
to streak across,划破,cedict
fierce and uncontrollable,凶顽,cedict
polite and amiable,和和气气,cedict
damage to goods,折耗,cedict
elaborate and refined,勾心斗角,cedict
to express gratitude,申谢,cedict
serene and elegant,幽雅,cedict
raw and semifinished materials,原材料,cedict
to wade across,涉渡,cedict
nasal mucus and spittle,涕唾,cedict
sword and spear,刀枪,cedict
cruel and unfeeling,残酷无情,cedict
cruel and unscrupulous,狼心狗肺,cedict
mild and harmonious,谐婉,cedict
sour and spicy soup,酸辣汤,cedict
rouge and powder,红粉,cedict
vigorous and nimble,矫捷,cedict
elegant and stately,冠冕,cedict
to determine victory,决胜,cedict
elegant and ornate,锦心绣口,cedict
completely ridiculous and unfounded,荒谬无稽,cedict
to stagger along,跌跌撞撞,cedict
holistic diagnosis and treatment,辨证论治,cedict
outspoken and straightforward,豪爽,cedict
funeral and interment,丧葬,cedict
surpassing insight and acumen,才气过人,cedict
to tag along,尾随,cedict
similar to,仿如,cedict
refined and smart,隽敏,cedict
to mutually send greetings,通问,cedict
to send,传寄,cedict
to send troops,出兵,cedict
elegant and supple,袅袅婷婷,cedict
dull and insipid,索然寡味,cedict
tender and beautiful,娇艳,cedict
to decide,判定,cedict
a great age,遐年,cedict
relaxed and alert,神清气爽,cedict
to deep fry,油炸,cedict
to dismiss an official,镌黜,cedict
to total,共计,cedict
unbleached and undyed cloth,坯布,cedict
to quick-freeze,速冻,cedict
gloomy and dull,灰不溜丢,cedict
ability and insight,才识,cedict
to tax,抽税,cedict
harsh and merciless,刻薄寡恩,cedict
obscure and faraway,幽僻,cedict
doctrine and covenants,教义和圣约,cedict
abundant and fluent,充畅,cedict
to raise salary,加薪,cedict
to stay calm,沉得住气,cedict
lightning and thunder,列缺霹雳,cedict
thunder and lightning,雷电,cedict
to pick tea leaves,采茶,cedict
cheers and laughter,欢声笑语,cedict
tears and mucus flowing profusely,涕泗横流,cedict
to secure,弄到,cedict
to raise sheep,牧羊,cedict
delicate and beautiful,纤美,cedict
delicate and charming,雅趣,cedict
profound and unfathomable,幽邃,cedict
to detail,选派,cedict
moderate and obedient,温驯,cedict
frank and straightforward,爽快,cedict
attractive and intelligent,俊俏,cedict
coarse and arrogant,横头横脑,cedict
elegant and tasteful,雅观,cedict
outstanding and elegant,彪焕,cedict
ambassador and consul,使领官员,cedict
to reach,够得着,cedict
to reach  directly,直达,cedict
to reach adulthood,成人,cedict
to reach agreement,相约,cedict
to reach an agreement,协定,cedict
to reach everywhere,无所不至,cedict
to reach illumination,成道,cedict
to reach terms,妥协,cedict
vicious and ruthless,心毒手辣,cedict
frank and sincere,率真,cedict
childish and awkward,稚拙,cedict
to spy upon,窥伺,cedict
to charge,攻击,cedict
frost and dew,霜露,cedict
diagnosis and treatment,诊疗,cedict
bold and imaginative,天马行空,cedict
bold and powerful,勇猛,cedict
bold and unconstrained,豪放,cedict
bold and unrestrained,奔放,cedict
ideological and political education,思政,cedict
to attempt suicide,寻死,cedict
dragon and phoenix,龙凤,cedict
to flit across,掠过,cedict
to arouse deep feelings,触景生情,cedict
restrained and cautious,拘检,cedict
elbow and armpit,肘腋,cedict
splendid and powerful,波澜老成,cedict
to command respect,有脸,cedict
slim and graceful,袅娜,cedict
fickle and impatient,浮躁,cedict
calamity and chaos,祸乱,cedict
precious and uncommon,珍稀,cedict
custody and reeducation,收容教育,cedict
to express,名状,cedict
to express admiration,叹赏,cedict
to express fully,尽意,cedict
to express goodwill,示好,cedict
to express meaning,表意,cedict
to express thanks,称谢,cedict
rice and noodles,米面,cedict
seniority and prestige,资望,cedict
jackal and wolf,豺狼,cedict
fist and feet,拳脚,cedict
appetite and lust,食色,cedict
clouds and mist,云雾,cedict
mist and clouds,烟霭,cedict
to approach,上来,cedict
to approach gradually,渐近,cedict
spry and lively,翩跹,cedict
to step aside,挪开,cedict
to muddle along,瞎混,cedict
shrewd and ruthless,老辣,cedict
upright and outspoken,刚直,cedict
to suffer mental anguish,滚油煎心,cedict
cheerful and lively,有说有笑,cedict
lively and realistic,绘声绘色,cedict
to wriggle along,蜿蜒,cedict
to suffer an ignominious failure,倒栽葱,cedict
wicked and crafty,奸险,cedict
pine and cypress,松柏,cedict
to date,交往,cedict
vivid and realistic,活灵活现,cedict
embassy and consulate,使领馆,cedict
aching and weary,酸软,cedict
flora and fauna,动植物,cedict
riders tired and horses weary,人困马乏,cedict
rack and pinion,齿轮齿条,cedict
rack and pinion jack,齿条千斤顶,cedict
bathing and recreation center,洗浴中心,cedict
mandarin ducks and butterfly,鸳鸯蝴蝶,cedict
limp and numb,酥麻,cedict
to consume energy,耗能,cedict
singular and majestic,奇伟,cedict
abundant and prosperous,丰美,cedict
frank and spontaneous,爽当,cedict
arrogant and obstinate,桀骜不驯,cedict
to pull apart,拉开,cedict
drought and famine,荒旱,cedict
homeless and miserable,流离,cedict
inspiring and tragic,可歌可泣,cedict
moving and tragic,悲壮,cedict
kith and kin,亲朋好友,cedict
grief and indignation,悲愤,cedict
ignorant and stubborn,愚顽,cedict
rude and forthright,火辣,cedict
beard and mustache,胡髭,cedict
to seek mutual destruction,揽炒,cedict
winding and turning,曲里拐弯,cedict
ignorant and feeble,愚弱,cedict
crisp and tasty,爽脆,cedict
dim and dusky,杳冥,cedict
moist and glossy,水亮,cedict
haughty and arrogant,贡高我慢,cedict
adapted to human needs,人性化,cedict
coarse and vulgar,芜俚,cedict
aiding and abetting wicked deeds,藏污纳垢,cedict
hum and clatter,噶啷啷,cedict
valiant and formidable-looking,英姿飒爽,cedict
to collect overdue payment,讨账,cedict
arrogant and overbearing,气势凌人,cedict
faithful and upright,怦怦,cedict
stubborn and perverse,深闭固拒,cedict
upright and frank,堂堂正正,cedict
upright and honorable,清正,cedict
upright and outstanding,耿介,cedict
upright and plainspoken,刚正不阿,cedict
upright and unafraid,昂然,cedict
upright and unyielding,亢直,cedict
to ground,禁足,cedict
feces and urine,粪尿,cedict
urine and feces,便溺,cedict
indifferent and undisturbed,恬漠,cedict
weird and wonderful,古里古怪,cedict
to amble along,缓步,cedict
clumsy and incomprehensible,拙涩,cedict
gin and tonic,琴通宁,cedict
ashamed and resentful,羞愤,cedict
rude and unreasonable,蛮横,cedict
to focus attention,聚焦,cedict
unemployed and idle,无业闲散,cedict
to observe religious rites,拜祭,cedict
to fake death,诈死,cedict
to ponder upon,咂摸,cedict
limbs and trunk,肢体,cedict
cowherd and weaving maid,牛郎织女,cedict
to sound,测深,cedict
arrogant and bossy,颐指气使,cedict
arrogant and conceited,狂妄自大,cedict
arrogant and despotic,嚣张跋扈,cedict
arrogant and unbridled,狂恣,cedict
arrogant and willful,骄纵,cedict
ignorant and timid,愚懦,cedict
battered and exhausted,狼狈不堪,cedict
lightweight and portable,轻便,cedict
to dodder along,跌跌跄跄,cedict
eloquent and cunning,油嘴,cedict
to serve,事奉,cedict
to serve an apprenticeship,学徒,cedict
muddled and inferior,芜劣,cedict
suspicious and jealous,疑忌,cedict
to bound along,蹿跳,cedict
vicious and greedy,吃人不吐骨头,cedict
to describe,名状,cedict
honor and disgrace,荣辱,cedict
to collect alms,募化,cedict
preface and postscript,序跋,cedict
helmet and armor,胄甲,cedict
to dry clean,干洗,cedict
slick and sly,圆滑,cedict
to project,投影,cedict
diligent and attentive,勤恳,cedict
to seek pleasure,寻欢,cedict
to lament sb's death,哀悼,cedict
diligent and painstaking,勤谨,cedict
spoilt and naive,娇痴,cedict
saline and alkaline,盐碱,cedict
to lag behind,滞后,cedict
hustle and bustle,尘嚣,cedict
to collect,汇拢,cedict
to collect books,藏书,cedict
to collect donations,捐募,cedict
to collect scraps,拾荒,cedict
to collect words,收词,cedict
deceit and treachery,尔虞我诈,cedict
beautiful and tranquil,幽美,cedict
tranquil and comfortable,清恬,cedict
to vary,不一,cedict
to vary greatly,千差万别,cedict
to vary inversely,成反比,cedict
feeble-minded and senile,谬耄,cedict
tipsy and merry,酒酣耳热,cedict
onset and rime,首尾音,cedict
poetry and prose,辞章,cedict
to heave deep sighs,唉声叹气,cedict
solemn and respectful,肃穆,cedict
solemn and stirring,悲壮,cedict
tangible and intangible,有无,cedict
solitary and impoverished,孤苦伶仃,cedict
garlic shoots and leaves,青蒜,cedict
feeble and listless,病病歪歪,cedict
dancer's posture and movement,舞姿,cedict
to answer,作答,cedict
to answer correctly,答对,cedict
to answer evasively,答非所问,cedict
to answer questions,答疑,cedict
to answer smartly,应对如流,cedict
poplar and willow,杨柳,cedict
to binge-watch,刷剧,cedict
knowledgeable and versatile,识多才广,cedict
a good wife,贤内助,cedict
gratitude and grudges,恩怨,cedict
ignorant and backward,愚陋,cedict
ignorant and inexperienced,孤陋寡闻,cedict
ignorant and uneducated,童蒙,cedict
naughty and mischievous,顽劣,cedict
howling and pounding,潇潇,cedict
stubborn and obstreperous,顽劣,cedict
hale and hearty,矍铄,cedict
sinister and deceitful,险诈,cedict
pedantic and stubborn,迂执,cedict
to travel empty,放空,cedict
vividly colorful and fragrant,活色生香,cedict
immature and feeble,稚弱,cedict
tired and feeble,疲软,cedict
traitor and bandit,逆贼,cedict
durable and finely crafted,坚致,cedict
plumbing and electricity,水电,cedict
ruler and compass,尺规,cedict
ruler and compass construction,尺规作图,cedict
weapons and ammunition,军火,cedict
verbose and incomprehensible,哩哩罗罗,cedict
warp and woof,经纬,cedict
pork and scrambled eggs,木犀肉,cedict
to leak air,煞气,cedict
industrious and conscientious,勤勤恳恳,cedict
separation and reunion,离合,cedict
to exercise an option,行权,cedict
careless and rash,疏率,cedict
luan and phoenix,鸾凤,cedict
beautiful and intricate,绮靡,cedict
assiduous and painstaking,刻意求工,cedict
diligent and thrifty,勤俭节约,cedict
diligent and tireless,孜孜以求,cedict
to feign death,诈死,cedict
longitude and latitude,经纬,cedict
grotesque and variegated,光怪陆离,cedict
supremely honorable and righteous,义薄云天,cedict
to watch,察看,cedict
to watch helplessly,干瞪眼,cedict
to watch intently,迫视,cedict
to watch passively,看戏,cedict
to watch tv,收视,cedict
extortion and blackmail,敲诈勒索,cedict
extravagant and dissipated,骄奢淫逸,cedict
resolute and taciturn,刚毅木讷,cedict
populous and affluent,富庶,cedict
verdant and lush,葱茏,cedict
sparse and fragmentary,稀稀拉拉,cedict
to die,一命呜呼,cedict
to die suddenly,暴毙,cedict
to die tragically,惨死,cedict
desolate and lonely,离索,cedict
desolate and uninhabited,荒无人烟,cedict
somber and desolate,肃杀,cedict
serene and beautiful,恬美,cedict
to gain weight dramatically,暴胖,cedict
to lay bare,暴露,cedict
temperate and refined,风流蕴藉,cedict
fail to appreciate sb's kindness,不识抬举,cedict
carved railings and jade steps,雕栏玉砌,cedict
malicious and duplicitous,佛口蛇心,cedict
smug and conceited,飘飘然,cedict
poultry and livestock,禽畜,cedict
refined and courteous,彬彬有礼,cedict
timid and trembling,瑟缩,cedict
crafty and unruly,刁蛮,cedict
a nation's power,国力,cedict
lofty and unsullied,高洁,cedict
astrology and physiognomy,星相,cedict
pottery and porcelain,陶瓷,cedict
concise and forceful,短小精悍,cedict
concise and powerful wording,一字褒贬,cedict
to death,半死,cedict
skinny and shriveled,干瘦,cedict
frank and outspoken,心直口快,cedict
outspoken and frank,嘴快心直,cedict
dreary and fuzzy,凄迷,cedict
false wisdom and erroneous views,邪知邪见,cedict
bamboo and wooden slips,简牍,cedict
how a dish is prepared,吃法,cedict
wan and sallow,憔悴,cedict
froth and shadows,泡影,cedict
impartial and astute,平明,cedict
industrious and frugal,克勤克俭,cedict
dung and dirt,粪土,cedict
mediocre and incompetent,庸碌无能,cedict
sui  and tang dynasties,隋唐,cedict
considerate and caring,贴心贴肺,cedict
arduous and unrewarding undertaking,苦差,cedict
obstetrics and gynecology,孕产,cedict
frivolous and forgetful,马大哈,cedict
to demand,索取,cedict
to demand an explanation,责问,cedict
to demand bribes,索贿,cedict
to demand contributions,摊派,cedict
